,Lx,Ly,AR,thick,E,nu,D,Sx,Sxy,Sy,eig1,eig2,eig3,eig4,eig5
74,1.0,7.7272727272727275,7.7272727272727275,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,11.935758403724831,12.679328239283429,12.817425595132018,15.542960796399669,15.872228881771761
75,1.0,7.818181818181818,7.818181818181818,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,11.96308316923384,12.775915242994012,12.777090612996027,15.73601598340975,15.741304708232889
76,1.0,7.909090909090909,7.909090909090909,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,11.993487197412618,12.738608381576388,12.877616617666916,15.60647444693956,15.9428860106611
77,1.0,8.0,8.0,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.026877520999216,12.70534046591151,12.98085828797862,15.483325900410327,16.147673934330538
78,1.0,8.09090909090909,8.09090909090909,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.063166363924111,12.67596484094899,13.086761630695664,15.366307964294776,16.35563895418041
79,1.0,8.181818181818182,8.181818181818182,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.102270795930965,12.650340819831728,13.195277761236785,15.255172613605499,16.56675328539674
80,1.0,8.272727272727273,8.272727272727273,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.144112411890385,12.628335395773117,13.306360451715838,15.149685360196008,16.78099063613043
81,1.0,8.363636363636363,8.363636363636363,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.188617044625492,12.60982273960147,13.419965983249334,15.049624359195258,16.99832613932436
82,1.0,8.454545454545455,8.454545454545455,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.235714487837596,12.594683746738411,13.536052962656417,14.954779619887399,17.218736233633322
83,1.0,8.545454545454547,8.545454545454547,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.285338244592962,12.582805603295565,13.654582189506547,14.864952230276364,17.442198613419425
84,1.0,8.636363636363637,8.636363636363637,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.337425297919099,12.574081398729959,13.775516500623946,14.779953687588561,17.668692022951745
85,1.0,8.727272727272727,8.727272727272727,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.39191556127242,12.568409511129138,13.898820357908736,14.699604657995039,17.898190088858346
86,1.0,8.818181818181818,8.818181818181818,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.448753376195038,12.565694354266654,14.024461269694712,14.623737479191902,18.130693164483844
87,1.0,8.90909090909091,8.90909090909091,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.507884031579328,12.565844746648375,14.15240653285982,14.552187796084013,18.366163526315752
88,1.0,9.0,9.0,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.568771717607442,12.569257000729777,14.282626103035568,14.484806710628574,18.604588025799373
89,1.0,9.090909090909092,9.090909090909092,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.57439655087621,12.632821914387625,14.41509202062113,14.421446191310867,18.845956523951088
90,1.0,9.181818181818182,9.181818181818182,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.582584958356433,12.698462915304658,14.361944856229162,14.548985437567753,19.090242267769746
91,1.0,9.272727272727273,9.272727272727273,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.593574614692239,12.766548379857724,14.30630680006997,14.688728348676104,19.337482457666813
92,1.0,9.363636363636363,9.363636363636363,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.60667999561962,12.836228661572116,14.254142890129684,14.825698912690655,19.425639040688054
93,1.0,9.454545454545455,9.454545454545455,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.62234145507463,12.908127825489576,14.20555066192364,14.96688872493498,19.26881155373721
94,1.0,9.545454545454545,9.545454545454545,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.640343128124858,12.982010662223782,14.160352291516405,15.110200723568822,19.117960175950124
95,1.0,9.636363636363637,9.636363636363637,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.660623689197468,13.05784101775624,14.118439608840214,15.255613579052932,18.97287541450709
96,1.0,9.727272727272727,9.727272727272727,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.68312465787743,13.135584423252583,14.079709464898851,15.403106957646317,18.833357484749115
97,1.0,9.818181818181818,9.818181818181818,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.707790244287295,13.21520799102149,14.0440634618286,15.552661440306787,18.69921579720461
98,1.0,9.90909090909091,9.90909090909091,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.73456720705112,13.296680339534001,14.011407686976431,15.704258505373415,18.570268433330494
99,1.0,10.0,10.0,0.01,70000000000.0,0.33,6546.216286986124,6.035507895932016e-11,2.026072843053545e-10,-23999.99999999987,12.763404710607446,13.379971499074335,13.981652472025994,15.857880448822858,18.446341700307087
