Dstar,a0/b0,a/b,b/h,kmin,error,material,ply_angle,nx,ny,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
1.3838920022322807,0.20585937833804682,0.2,194.66226220496017,98.98024146980184,2.336814610775885e-111,solvayMTM45,47.36609374357843,25,70,98.98024146980184,108.98462923299348,199.9166124678998,208.68707658756693,127.09805544226224,223.6519423783105,245.3305278912055,391.6963644138002,399.90772042450567,155.40855450602962,414.31074644442003,274.44502380317897,196.64475081974814,596.627193392275,604.3408659963118,617.2420377761018,635.58864694273,155.40855450602962,499.7542206532227,311.9122033905997
1.3838920022322807,0.3325420726999218,0.3230769230769231,194.66226220496017,40.12340855838881,4.192289472173887e-134,solvayMTM45,47.36609374357843,25,52,40.12340855838881,52.04357501038697,78.58607064007059,88.11294414881218,75.7623200043016,104.96759654436215,130.58738164588232,152.94890145975097,162.22677632126596,115.87324419379527,75.7623200043016,166.8989564885453,172.50260717102532,233.74628296063844,242.17768941453224,256.42693440927206,277.16005852942254,115.87324419379527,236.38307716335834,216.11315835301784
1.3838920022322807,0.4592247670617967,0.4461538461538461,194.66226220496017,23.260146195665143,2.204442274114595e-148,solvayMTM45,47.36609374357843,25,47,23.260146195665143,37.80503547686969,43.02207721180009,53.469152928822304,68.49581353455974,72.82659032883882,103.80130876738237,82.34450159504256,92.34089362717155,113.58782423380023,112.47580106737932,148.30906181581148,156.6314593041243,125.02550244866673,134.0609118317501,150.83393395586154,172.9825126055627,155.70569186421469,205.93787767016286,209.7974429297853
1.3838920022322807,0.5859074614236717,0.5692307692307692,194.66226220496017,16.366416243999225,1.8323899025344054e-159,solvayMTM45,47.36609374357843,25,40,16.366416243999225,33.92874903221504,27.8419938670522,39.28300525070899,67.33697307261474,61.53210599694258,98.35356002863548,51.85873492298693,63.338127877923874,101.27477669111889,92.95130161364754,147.90443258518218,143.33936334566195,78.05170654833465,87.46440834479452,104.44132185359233,131.28833871154688,199.10751328515536,233.90830613588014,247.13159336991168
1.3838920022322807,0.7125901557855466,0.6923076923076923,194.66226220496017,13.217028608373635,5.544699092499465e-165,solvayMTM45,47.36609374357843,26,37,13.217028608373635,33.600851397782726,20.177541657202504,32.829697921370744,91.96853386794638,58.451149692621186,97.95052010081744,36.36106210400257,50.16613828492598,94.96150561156837,119.98413735822997,174.6239553920054,141.87664733170618,53.71564745869873,63.77675408294383,82.53807693636253,116.72204330348418,185.3783705793868,223.5810126474956,224.11909273542045
1.3838920022322807,0.8392728501474217,0.8153846153846155,194.66226220496017,11.706854915037109,1.5442676237766476e-166,solvayMTM45,47.36609374357843,28,34,11.706854915037109,45.831832712285355,15.76768370757688,29.741938636732563,117.96208805602956,58.06189976466348,116.16853111073767,27.324810772725566,45.831832712285355,93.44851384472175,147.66688656605598,158.7818544603866,158.31919210638515,39.39383717758855,50.0286992484963,71.64673901758648,138.35962289981637,150.67567212018966,150.67567212018966,194.684095247178
1.3838920022322807,0.9659555445092965,0.9384615384615385,194.66226220496017,11.108090162432376,3.255690751700749e-164,solvayMTM45,47.36609374357843,30,31,11.108090162432376,45.59344926445046,13.132850133146462,28.567015986434637,144.8186476536353,68.99703069697973,137.34333482740806,21.860760252608927,60.1782738955598,104.66833849144385,144.8186476536353,150.43766750691697,154.8903730025308,30.52275312505603,41.90378437887801,68.99703069697973,161.3260936546661,174.7975962008738,174.7975962008738,
1.3838920022322807,1.0926382388711715,1.0615384615384615,194.66226220496017,10.964407807839542,1.2828970709307267e-158,solvayMTM45,47.36609374357843,31,30,10.964407807839542,59.12968924620601,11.484379610378616,28.33949718922402,123.98826983852466,68.58562957652515,126.30988512196761,18.45948568566359,76.75769342930425,118.95401311333492,123.98826983852466,150.24981004689653,147.91136300195743,24.697602891946023,37.09030150370887,82.10157668285783,91.63443859222518,149.69248499282475,,
1.3838920022322807,1.2193209332330466,1.1846153846153846,194.66226220496017,10.406882407376234,4.76294335126515e-158,solvayMTM45,47.36609374357843,34,29,10.93144982249521,72.69463626800267,10.406882407376234,28.252465804543053,104.36257377393576,81.2654629545156,114.3008165538732,16.373604475193687,93.37727810112874,117.74389848467526,55.053118054653886,,,20.52833586944709,34.43147643736278,54.253279076591326,98.91800688289395,100.65344681813356,,
1.3838920022322807,1.3460036275949212,1.3076923076923075,194.66226220496017,9.753668517713024,1.0154173387805584e-159,solvayMTM45,47.36609374357843,35,27,15.467989553757207,87.49859467490435,9.753668517713024,33.78716533628515,122.98852226404118,95.23980142026811,129.32542482481585,15.467989553757207,87.49859467490435,111.94093232622745,122.98852226404118,,,17.6441626113032,33.78716533628515,53.998797368941865,98.92839656680418,97.07749217840855,,
1.3838920022322807,1.4726863219567963,1.4307692307692306,194.66226220496017,9.350414480564373,1.320258520287349e-159,solvayMTM45,47.36609374357843,37,26,15.2826333969026,85.8173031932069,9.350414480564373,33.67585723010255,106.64251308598396,109.59295923374225,108.645714104749,15.2826333969026,102.6814204964644,102.6814204964644,60.83167375439767,,,15.486448709454317,40.5266861080695,53.9228615936553,108.645714104749,95.82902053601987,,
1.3838920022322807,1.599369016318671,1.5538461538461534,194.66226220496017,9.149233937173422,1.5607685659305182e-158,solvayMTM45,47.36609374357843,38,25,15.221404163961216,102.10145652029138,9.149233937173422,39.96412320189126,95.62183653342822,104.77938018981534,,20.38642025042389,102.10145652029138,102.10145652029138,69.1980759185641,,,13.924504431472744,26.639283859027085,58.46161165131876,94.55392506030852,,,
