Dstar,a0/b0,b/h,kx_0,E11,E22,nu12,G12,a,b,h,nx,ny
0.9209884169853613,5.955800291935208,37.249713201846845,3.8709187881302616,115616583709.38403,34510453302.066284,0.25969692958739143,25112113815.199535,1.0458546191269475,0.12979675202207808,0.003484503392515858,60,20
0.6782825897595556,1.3500651884602157,88.72699684624156,5.818864320010743,168324318448.45987,1907513427.9006693,-0.841996066289766,6935763904.624268,1.3949806258899213,0.33712706657752234,0.003799599654677176,60,20
0.46362088207458585,4.537220736180657,113.27687627431479,3.2534133791652056,21471685307.709732,13571015396.68385,0.1411092447722404,3037789378.4765396,1.062410931143037,0.20878013530223807,0.0018430958035658544,60,20
0.2366062139463894,1.819857622004075,125.20906571910947,2.8247357422443655,19843688022.883892,33402945918.658604,0.11396888513975933,1167874897.8050673,0.32416881280215054,0.20289643369544558,0.001620461206464217,31,20
0.9423687678864097,1.312785042855071,25.346706458525304,4.271118762550418,6129179669.0953245,2376015369.3881426,0.20871745487435822,1576781688.8306928,0.2193428846697021,0.13183831814307825,0.005201398389128176,33,20
0.47621115134825626,18.68889468533269,50.48186880303055,2.7542253679925426,22814910140.797813,38619319430.15008,0.31691812134117425,1142390415.0145524,4.541950452278363,0.27720766769626987,0.005491232283374351,60,20
0.7108984281376096,0.5421837805582674,105.37762627434496,5.17192431625764,10520423970.287685,122553481961.46252,0.04650885184804976,10169462348.131191,0.1234149770415482,0.42052754559881106,0.003990672028462572,20,5
0.7410474933530519,0.6160845061713199,22.1985858066439,4.643644629751905,25524004754.39825,2671446625.219859,-0.05290982557152002,3131183664.4441123,0.17914356855381156,0.16539042202954002,0.007450493624690258,21,20
0.3843934462944145,4.574859726021584,63.26412291301184,2.9299597077268174,18106597408.050488,12144368538.318205,0.19347712840039866,1718360356.351266,0.6074619827220176,0.12016440605757588,0.0018994083933290581,60,20
0.789860598418992,2.0704471135793288,64.67721626345924,3.6357053284279677,34261667923.07755,2088404507.270687,0.1735245033937205,3165272815.7992096,1.8857342883007262,0.4525513725742367,0.006997075612079413,60,20
0.9040721286312433,0.31228898620599693,109.54117299638277,17.089990083119414,12194983013.07282,3137695746.9850755,-0.09360165756013705,2949701633.0517654,0.4128133294464652,0.941465589949715,0.008594627610759688,20,8
0.3438990433254452,2.665815896737193,12.295975092659056,2.6264916737948636,107477590986.71217,1392801285.1818178,-0.41373343621226033,2397242240.2384305,0.8032185587540784,0.10165913028836349,0.008267675358992557,60,20
0.47424483948631674,2.0889339314368596,40.38823575684512,2.9932818049189636,15853890977.562738,25336018348.075325,0.012014482512127778,4601226246.353328,0.25717515789080914,0.13842194111585607,0.0034272836760985753,37,20
0.4997692601803856,2.9385890982315517,22.848704380992647,3.009738188410241,34715259978.02674,1347276684.132184,-0.18889773663331988,1838740324.1507971,1.2184638241065775,0.18403815447214958,0.008054642898056269,60,20
0.21322457981831872,2.3429781480142022,106.75087222121712,3.890940910336203,74978141116.2997,8872060546.45523,-0.2721032199745287,3991739792.454659,0.6153986370035239,0.1540496616824922,0.001443076374713445,60,20
0.7861222055489785,13.888321716902501,78.4959337363037,3.1454192690791314,21492959369.699757,16960292371.411573,-0.1971330876323658,9466571914.578096,1.7470077289667945,0.11855758313827615,0.0015103659195462795,60,20
0.03129317695022654,5.7163483082290965,86.4401552335782,2.18253924267535,34108369914.091118,2477138778.6614404,-0.6906506027452752,1035098850.3332704,4.09749526841679,0.3721106679096301,0.004304835720205665,60,20
0.2100041064334044,17.2018203717395,101.99646941533317,2.5013027577130034,123317595899.36581,68229128638.54841,0.16281445243166903,4137873418.586843,3.3650050710724138,0.16871259623524396,0.0016541023155246719,60,20
0.8678124830848908,0.2942394696392098,35.17666793806692,12.887863122109705,11818982624.098366,2424845025.285787,0.11251844035927805,2192160413.492189,0.10094343927114167,0.23088894635494708,0.006563695764518032,20,8
0.837970988127831,11.724488687250759,22.7176288613869,3.485869007930264,95454985422.52823,125577221157.69678,-0.6312450313765594,179718502501.71417,2.009107500517427,0.1835216589019822,0.008078380891850624,60,20
0.8895325306027306,0.9998595836980938,61.966460056478496,3.274824527894411,6732856681.708668,146040950036.1254,0.18701939502381326,1203174112.277957,0.23107213970037635,0.4987436646553824,0.008048606684984251,20,9
0.10616342031740042,4.727559451689672,89.71327786836947,2.2294168276848976,183832208500.55823,13206365127.49431,0.12471614288860522,1793936719.4250858,6.942596524862192,0.7602831255763806,0.008474588641069331,60,20
0.9340211019793668,1.6247162540383056,66.46641910995184,4.7124824203196205,28866898115.4278,2914634373.48938,-0.7906025685793143,5802023794.429385,0.743214289362209,0.2578591320374325,0.003879540006674196,57,20
0.7334387875859133,7.75059357611104,112.36630225591335,3.510416475605141,22430021144.74155,26233838791.398335,-0.4737738724927084,20489087327.772648,4.953702424084418,0.6646652764949675,0.005915165518050044,60,20
0.5454948468326165,0.39705753638870134,143.166585457387,10.405685507154573,9650742079.833866,4061501872.9074607,0.37214802914967615,1010765487.0954723,0.5044215115097115,1.0232261785975318,0.00714710192555435,20,9
0.02569851920314159,0.3131886455398764,103.12546592060615,10.501672731022223,17603884253.99607,7101776576.6209545,-0.6815991801941712,3155324279.732612,0.3475396672253342,0.8843781366635237,0.008575749246499264,20,7
0.3638025655833964,5.679502820969777,125.53759900998845,3.0643524762039145,27315846070.324177,16954073785.577927,-0.33503263064609967,7260439066.130794,2.01951237654342,0.3156102160538279,0.002514069239357654,60,20
0.3581360494167469,5.355549781968531,121.48858278639197,3.027195850791695,60256078601.35306,2893503613.000953,-0.4592162069284333,3059808837.6933193,8.05411861774507,0.7039952872473006,0.005794744420429239,60,20
0.12259728473908976,1.4751447983797017,161.80226195686592,2.7944212775031905,1607200690.7176433,16880809229.33835,-0.11283746414470608,1467997551.399833,0.9001144876958505,1.098484384449326,0.0067890545605732355,20,16
0.19771584208680845,11.097787191058874,18.818753090590338,1.6414654459362126,144051528413.6127,22076051353.698692,0.4137671468303197,1034801066.1556668,2.6927818812101183,0.15181534298340324,0.008067237093371144,60,20
0.8267090352706132,7.052515127772258,20.11241870836253,3.2727139493042627,2398195932.940775,48413384393.20795,-0.03504867992753802,5437221802.528229,0.373423353426212,0.1122348275624144,0.005580374453707467,60,20
0.20323838292664353,2.5916529102126447,26.54094636231578,2.458597587949842,32080450933.49833,2963460221.0032525,-0.09134201574514533,1127034569.4625385,0.538222021539727,0.11449177404195242,0.004313778886366833,60,20
0.08678240193940734,4.633387626315462,57.08966957186638,1.799953622703352,15228656813.90149,3919560448.1226325,-0.5428422627512769,1513909347.55501,3.5408374524797397,0.5443162469096992,0.009534408781688528,60,20
0.5423249311907665,4.584594299654615,21.513981346956328,3.0418656492074043,42841367157.90364,16532489491.23895,-0.2066891799432421,9074709587.038773,0.5888004523224195,0.10122457413320163,0.004705060049125788,60,20
0.37144886738675925,1.2436838290666739,147.74383958282093,2.949386354102374,20739742227.416348,115992437661.83092,0.12273016685965077,2174620482.1229215,0.7250556580741656,0.8965364245652079,0.006068181435494882,20,16
0.17380039523831303,0.17607258748099147,121.2529480531929,30.893119695549874,4988783580.317645,4396239514.699559,-0.7690415218304426,4380360407.101054,0.1495872160942749,0.8231413213900859,0.006788629345564275,20,3
0.9400713246764338,2.6534077893721193,115.68797767616441,4.666414564153011,53886107202.70039,4022673430.340031,0.04420082169140571,6832420554.445649,3.532149097466506,0.695816173705582,0.006014593630924395,60,20
0.0544834116466997,4.117988131649415,90.5263178190215,2.2601853595317487,141223624020.40466,22456441916.99541,-0.5026868965191196,7478912115.846281,0.8034866505985473,0.12321170675758293,0.0013610595208777346,60,20
0.7731727389544524,1.373621211262599,34.512240540857974,3.9169982274025803,31585647685.89496,43054746185.45852,-0.2922239610835299,23253752693.81793,0.34412724451659366,0.27069789594292526,0.007843532952386977,25,20
0.5593964459149972,12.098745262646865,36.99079478358704,3.1398463437332147,54984013893.21695,17294716095.15958,0.36623309740086096,5698574605.672861,2.5931770490518358,0.16051332292202747,0.004339277484063355,60,20
0.27879032564157885,14.245328872724025,16.84942809312262,2.0886439576332907,5433386689.889017,151112399050.33746,0.019629271869245568,2538317677.4575896,0.8060202437550794,0.12993640328191997,0.007711620985815876,60,20
0.7464044013568231,8.708583137867105,26.65925318505591,3.4681875161918523,141826398855.16522,88848370708.64957,-0.05145290105028011,44252725170.4592,1.672671077399509,0.17087799646999804,0.006409706801756371,60,20
0.4454618449641178,3.72432318394198,96.78573741084371,1.800465645472137,2278273933.6176014,27197567929.313526,-0.2607205795856672,28106252365.47507,1.1922612427127892,0.5950522450870437,0.006148139808669527,40,20
0.04100872371187492,1.1048865240018901,196.14674011714325,2.0475889990334477,14917632460.450338,10846325004.114397,-0.35358282181219636,2396167249.908007,0.48146224090712336,0.40238356492255273,0.002051441510994474,23,20
0.3251328169047433,10.614572115383837,98.9604034931207,2.672778096101026,42471209595.43804,51778355121.358055,0.2564345869161897,1070394139.6285335,1.8956412559301146,0.18765799198185154,0.001896293723124287,60,20
0.47011355001506283,4.402445795067833,141.71575585659008,3.829687198389611,140210830733.4751,166333367160.89603,0.40806855503843376,2441113222.395548,0.6983079937137316,0.16553980920201666,0.0011681115356681683,60,20
0.8260650663946603,5.813344638188481,93.27932033678894,3.874807749239219,12134278788.16475,6399901866.076123,0.41380452637361076,2545544548.332297,1.5465143235927619,0.2267084526676654,0.0024304256489983515,60,20
0.10117547907369477,8.37139855440081,50.15305599321376,2.2058313558721614,73628370618.94295,150400953757.80334,-0.061620953558796265,10035212388.845968,1.8900884161803053,0.26992024026296857,0.005381930072207198,60,20
0.39197648030022547,6.261717264495274,101.21025195676074,3.151309260658284,45721800607.98709,1183215417.8303902,-0.12395565896221084,1515465380.8894193,3.48905624654682,0.22348564898333984,0.0022081325227687196,60,20
0.7892747309709673,12.597182142327533,103.03937612952616,3.6559200304479065,3428514218.2810755,10419897888.935078,-0.15797020297541675,3442886352.4456143,2.6253093710018116,0.2751670684222378,0.002670504022426705,60,20
0.03348446961951776,0.20937505401313158,47.28083900768558,25.893923811588866,190512934084.71625,19182396365.07047,-0.10255391410402515,1997839107.875581,0.13632910401313877,0.3667821929238745,0.007757522933640273,20,7
0.08549833266587163,0.3986139800247095,28.474592649237334,4.876967620807924,74560236073.00833,95649916306.06421,0.04302845676499789,1555997742.9037766,0.10210580836611,0.27261029448584134,0.009573808406812906,20,7
0.7754308601123647,0.4570411694289602,46.94262187767068,7.432157321835059,38362086565.98044,6848715907.42735,-0.6456719756922356,9178621321.70749,0.13560328557050907,0.19285976030198143,0.004108414753751101,20,14
0.07469948488370848,1.0988489226258873,99.35629471066326,2.3503073846694202,46775021650.642044,103032902278.36397,-0.45154293833081915,46933373202.38739,0.43312758681961644,0.48019578439437766,0.0048330685619140884,20,18
0.2668699800847513,0.6542857554561937,144.44342803458989,3.7073255412634123,34731020199.58014,104337582654.67143,-0.056518813592863926,11087383154.797583,0.16514391975172515,0.33229662526170406,0.002300531286076435,20,9
0.07511294192666407,1.8859871929877574,79.20905121749762,2.1430893167642253,5958674110.209418,8419172276.611459,-0.73012166531825,13531264085.18477,0.3638063506952844,0.21031075249447626,0.0026551353571574875,34,20
0.9386270597697394,0.8865717563912836,133.2716973866885,4.016059750042044,1758988372.6816225,34523789027.75534,0.16370783449332582,1753910930.720182,0.23949155569576544,0.5685781742538243,0.004266308491622883,20,8
0.41416499349908004,0.7902647254416907,23.658300981556458,3.0410958178578276,112568972648.67921,13850134366.91791,0.07188655688043122,7683797739.427234,0.29847466942662987,0.22368852401347467,0.0094549699146975,26,20
0.23865908942887412,1.8383330403944502,176.3696805718067,2.597430278133674,58425932921.84397,2599754329.6958914,-0.05877821606079148,1547318199.75642,5.582330505421891,1.3946750007712827,0.007907680028957462,60,20
0.15168070543278814,4.895926473543551,50.4787730492395,1.9819222558068739,36826472283.496796,9967550986.170845,-0.3470206332228758,3289728851.017362,0.9319621309081854,0.13729997733548946,0.002719954726347256,60,20
0.27510498344673995,0.5541330580946872,26.06298314911532,3.9368221443315834,66278735970.915344,72353906297.44965,-0.016130937884415775,10111913811.140762,0.1039295859932084,0.19171102048311855,0.00735568217138743,20,10
0.28702028342897057,6.112071331376925,42.55048569280274,2.6499606438526233,65562281992.05859,1439756702.9836388,-0.27958363687560317,1598303210.5645578,2.6009990307400854,0.16381759214708,0.0038499582197434037,60,20
0.5512637816541757,4.595559149970518,37.039454026636434,2.6778789596583548,7844295095.466174,102357834648.2815,0.13041176314322422,1459948763.9958692,0.43397779450610025,0.17948201630671864,0.004845698216222262,48,20
0.56441664689869,2.3158100157356176,14.060012912199893,3.080251423632767,18814279506.425224,5862574336.82884,0.301766904950596,2140019483.661333,0.38743927745337997,0.124997380242975,0.008890274925317786,60,20
0.29762460583199457,1.612206269920398,24.252829843083482,0.16039900149409883,4008206279.3797865,86371547665.86102,-0.16965485301120597,26583304654.669758,0.17623432621507157,0.2355185159251016,0.00971097053205392,20,14
0.3907232561420433,5.063725920007056,146.76098032147382,2.995121882338412,10000876430.988987,3673352396.1800976,-0.20617937378508489,1587576518.1429174,3.656438333657294,0.562139619681543,0.0038303070642496362,60,20
0.35787051654248536,0.4763074087596985,21.299683468351606,5.1434390881572005,28237583856.28928,11839701499.16353,-0.616549978976318,8234019881.911944,0.1030172908641058,0.17404080873903288,0.008171051414807808,20,11
0.06779830308697737,6.255003752974727,109.22326536704578,2.460637735622751,132368104358.23206,144089485431.78525,0.01946231213640881,3280820754.9654083,0.9581628431868436,0.15646744319641934,0.0014325468357918897,60,20
0.7589316065058923,11.06347127594798,164.23907024497836,3.5800354741253475,32590385494.531906,38440450184.0824,-0.7811850421953141,101516082234.93585,4.002918086150145,0.3770596258624208,0.0022957973720869225,60,20
0.2316491693622974,2.78544155655831,80.15004597863361,0.0028564194953432857,31514006328.079388,129675713383.25897,0.08819838423762705,1741410962.6532063,1.3365602991072114,0.683413043092824,0.008526670630669484,39,20
0.2535990279995633,0.5054161383547728,166.27774989525687,5.442975142745156,80982921857.39055,31111617010.473717,0.27745693874296395,2111031888.1272142,0.6185822973775542,0.9635642255211527,0.005794907774059545,20,12
0.9998805336317207,11.007466904293358,37.86717870741655,3.991408382517975,13550779167.993486,20151236607.147476,0.017581159967479998,8087928142.114357,3.5629351386935704,0.35744142810991353,0.009439346693127315,60,20
0.10425240246550177,4.895484391309945,11.011017660464557,1.9784769454371613,21000963134.36896,11007485884.267416,-0.17132051284569627,1762556505.1195984,0.6093939914337775,0.10591677013436834,0.00961916267872916,60,20
0.26584785003588846,1.910832360255552,19.013875897962404,2.452022715456415,38748404720.94014,6038560268.613685,0.20350888071433482,1428044701.152748,0.31054166841613257,0.1021097443677499,0.005370275104125001,60,20
0.39957134564784696,3.9526353054376178,101.49170189931273,3.04700687986547,199441993347.64954,66228006403.27327,0.17757142415741622,17261782383.807064,1.8730075503784478,0.35971541699069676,0.0035442840178949906,60,20
0.8421824921616916,17.77007235231005,183.6298670402808,3.934913745401083,11697550697.773537,8431349574.069459,0.42097379235389853,2759711441.3690567,5.719252362378165,0.2965518271132803,0.001614943319913362,60,20
0.327245630502877,3.2225268628789348,48.04232936259338,2.714641066309228,167100399941.67828,53076140070.26634,-0.8922033019311709,52313753564.27485,1.143225937363838,0.2663274821841335,0.005543600523073323,60,20
0.633358736813716,3.9357843731502196,81.2156212105747,3.6586718795329225,9755933921.742378,2263952023.2983937,0.07856864778812667,1401360461.090915,1.118939556730517,0.1973217336705268,0.0024296032060004053,60,20
0.6374664862848562,16.67136389813794,121.63301495147294,3.3728007273787606,3798300995.5879345,12377008452.150429,0.20040786263602173,1087495530.6596668,6.032906043233325,0.4861967012523487,0.00399724286573282,60,20
0.055923888931006,3.3862883413228047,15.485256797159586,2.114131002368409,53706910664.89436,5823336391.288953,-0.4366383341903387,1803122744.465216,0.6788253831372089,0.11503223679946595,0.007428500431492099,60,20
0.05931116758043192,2.4415194441085335,55.11183063873549,2.2910163739598044,18134717727.637363,97152987191.22899,-0.10636493776597444,6825286925.851216,0.7135001784134639,0.44460079848465534,0.008067247872767386,32,20
0.3691332307190761,11.44557391417943,48.73429531994549,2.747157084316058,62122943664.12592,189057671961.7472,0.11922576055614598,9126677181.589499,2.512814583064108,0.2899735859738591,0.005950092928812322,60,20
0.12945830278140516,0.3494584377992599,138.02590579607406,11.453260165322645,28389836323.679184,9455979911.69437,-0.16968258372587386,1880853416.3950624,0.5417746868554506,1.1777662138410083,0.008532935951756008,20,9
0.2860889270054802,1.0015283177512713,177.4713352611401,2.759322604444519,81729653400.69945,26072562942.387215,0.3009525702220974,2759606314.5058737,0.7072989163531385,0.5307509452171955,0.0029906291313818215,26,20
0.39989055082979214,2.27241477771618,38.33594831586136,2.8647904126748305,11794722642.149685,11850142722.596355,0.16134110142619162,1445684903.9116228,0.3336033649962657,0.1469778126473086,0.0038339422683981725,45,20
0.7877570036798259,0.4794759603913417,161.1972522733119,8.20560481564989,99720308656.22415,14588712118.091156,0.3852484009165347,12484129801.881918,1.0814731664148105,1.3949455170197849,0.008653655675561006,20,15
0.41799117775345207,3.52489669540017,61.15262287135448,3.017181187632256,58045064094.26281,8517778144.705588,0.2601458134820678,3574677857.4630895,0.7357340643914744,0.12918578482701434,0.0021125142105315716,60,20
0.22532920093976794,5.34715427432235,124.93468415056678,2.504090054272453,41834596911.966324,98457087559.39929,0.05290662272776525,4656835447.762129,3.1121491884134134,0.7208842587935226,0.005770089096513334,60,20
0.3850360815298191,16.566279371781665,91.32512407163789,2.7857826846775815,7356633876.968299,113924463079.77483,-0.03270069588021063,7561308270.4597645,6.198979394861623,0.7423003643710085,0.008128106826208395,60,20
0.7008315594629815,16.64537390533602,60.29682329278097,3.5126547756988953,66299059914.60466,33441738281.37041,-0.9041048132830432,53798922152.98642,2.1417379241496586,0.10843466449020005,0.0017983478825024995,60,20
0.79480878211427,3.349975889290823,168.13662196008,5.307020146598162,74431908016.23079,116824041581.95535,0.40095479575382176,18239407574.07352,0.5992391611853064,0.2002173803731077,0.0011908017303966325,59,20
0.5096526363103236,1.2823249277569486,59.160733412834766,3.606926977557939,51500750501.9054,9121182367.563416,0.02891641079684626,5391942717.919127,0.33587396318327717,0.16991731987298833,0.002872130044218235,39,20
0.9350859045031092,3.9134602970491112,74.51196341739147,3.861866712770777,28079622576.506096,181344180413.78564,0.3253024507466198,12216283546.879087,0.6203509945560349,0.25269964971386966,0.00339139700692531,49,20
0.3293650323268245,9.513174044180513,162.4467636275083,2.711969424422621,5272662863.5170555,2584820879.7990394,-0.6890328892880591,1953036599.172993,6.02887990599286,0.5302873939195315,0.0032643764768098714,60,20
0.5348717824927719,5.994278293988594,167.80892772202264,3.106333384372531,1011706313.4438224,54692882117.63811,-0.03345721806931001,3091361734.5645003,1.4532139345745863,0.6573728131335206,0.003917388794846875,44,20
0.059613125978837944,1.3644585294743294,92.60236039946844,2.776831872710998,68786878497.21075,1631778407.1813037,-0.9480984549819325,1113065726.8102686,1.4616753232456399,0.4204162262106282,0.004540016306247864,60,20
0.8980604905006897,1.8189092583641684,154.18996246301836,3.953452794079485,64656617277.64394,1774174735.6298368,-0.9142151797716253,5752192050.979082,1.7622157724350707,0.39431554934045365,0.002557336048609702,60,20
0.2651176649027701,1.759535972812023,40.75466099289455,2.5769098010906797,45964498007.742775,6050644302.808008,0.23532212801102514,1509733971.2961583,0.49913611707628447,0.17086992208116117,0.004192647366419066,58,20
0.506190285499695,5.854254801228844,134.08588813660126,3.7334890905949574,124300157594.07465,28730352926.780956,-0.5338167794988993,24400312272.178276,1.574655349806347,0.186501020546706,0.0013909071501745683,60,20
0.9879005125851342,7.566599612346904,102.86050452877463,3.40109674634112,5964303673.913445,66705883665.8051,0.2939632015563456,1429750354.1173327,0.6744431232687045,0.1630030293250507,0.0015846998813762532,60,20
0.21562205535386328,2.5312303962643052,60.866871021927594,2.6750001383356565,49823386202.473816,21206163341.70897,0.23663564253409786,1019611226.5133108,0.7164920599393738,0.22863194992036684,0.0037562625789980403,60,20
0.05280040702307147,7.434849844731168,25.35771644453904,2.1118918096367056,145363015827.00995,12588727807.874107,-0.417469049425347,3814617422.6902986,2.215004751977783,0.16161603212368433,0.006373445829681145,60,20
0.8090090717697319,0.20239692568856962,73.39895879442462,22.951182120618043,43640470995.22214,71351794640.95155,-0.21023416200081535,32414738291.77342,0.11889304680866455,0.6642497705980904,0.009049852770507514,20,3
0.4787073716680643,0.23035868091971806,193.27214472871668,16.695315809170904,4584455449.165977,30107752693.550648,-0.277228545628155,14104499953.07454,0.10850745836168334,0.7540543569912066,0.0039015159584927395,20,2
0.46966850716497005,0.9713937952939444,109.77120999649617,3.6812976909842052,24775569288.6631,16505854926.572296,-0.09631982648935833,5578290759.302765,0.44739107552809976,0.41609796022315754,0.0037905928178840254,21,20
0.9766966827417203,10.024648824707073,74.3810009546051,3.965747436176135,6511357951.789969,7640446705.43951,-0.7113723384263553,15170138347.594212,1.668819239619745,0.1732614423083236,0.002329377664789231,60,20
0.5986375617339457,0.727316768420503,31.542978527165833,3.4708379605420787,48541460881.6908,115495321496.93056,-0.05959927371558105,26073665739.852467,0.10100867659277982,0.17248366355641248,0.005468211044428286,20,11
0.0934160206153018,8.071551445394551,111.44393562981445,2.2949176395961497,2903746141.530154,36380614114.20006,-0.08553943567733235,2241550820.8169227,1.5470419752688913,0.36059767585422586,0.003235686839452892,60,20
0.11471989020032247,1.8903971774704418,174.801228996474,3.8022950657379195,88866281058.50491,110366629941.93575,-0.12769933492169316,12990589166.550089,0.553984783810952,0.30936413927467177,0.0017698052871293719,35,20
0.2886975890479095,0.3616367167244466,51.85306260927257,9.475716900702333,21657206705.545322,15442351639.371693,-0.5525843308308098,8828609477.276539,0.17952087853410056,0.4561631471483755,0.008797226705502302,20,7
0.8619857495493822,1.356334707855547,25.470307608771872,4.248310606761539,9965658614.486404,1546416588.7683563,0.10435704012825564,1613983156.899265,0.2748838924696203,0.12720012562649383,0.00499405533613134,43,20
0.07180699906878334,2.5505250526703875,45.53090425362717,2.311847056599398,37840911682.27764,17798545199.687786,-0.06401448686201394,1504354286.236934,0.5340154587290606,0.17339236255694054,0.0038082345474860064,60,20
0.5413337015417539,2.1856511337439115,116.85653843751653,3.233804740568419,28408684349.144352,144022850106.20154,0.15642048440106082,6905690834.706477,0.6052152761884356,0.4155029474492349,0.0035556670855127655,29,20
